#{"t_start": 1769176515.550743, "env_id": "FetchReachDense-v4"}
r,l,t
-1.174351,50,36.291919
-0.995742,50,36.527116
-0.914259,50,36.752282
-1.850622,50,36.978805
-0.756961,50,37.201149
-1.396351,50,37.428539
-1.354493,50,37.660297
-1.779512,50,37.892501
-1.158825,50,38.12252
-1.044265,50,38.356853
-0.937009,50,38.581982
-1.165288,50,38.812824
-1.63813,50,39.053155
-1.226792,50,39.283507
-0.817787,50,39.509429
-1.046772,50,39.740821
-1.297576,50,39.968575
-0.576066,50,40.196861
-0.876566,50,40.428459
-1.217022,50,40.666492
-0.844186,50,40.89371
-1.076343,50,41.125664
-1.568443,50,41.359505
-1.545882,50,41.599059
-1.173479,50,41.830913
-0.980529,50,42.061958
-0.763426,50,42.288764
-1.983826,50,42.520032
-1.472695,50,42.745441
-1.111357,50,42.972355
-0.996841,50,43.198571
-0.810916,50,43.427849
-1.138311,50,43.659483
-0.895866,50,43.886139
-0.716111,50,44.110282
-0.522824,50,44.334339
-0.861354,50,44.559429
-0.771204,50,44.786611
-1.002249,50,45.012958
-1.22817,50,45.235989
-1.190155,50,45.457863
-1.092932,50,45.6834
-1.012021,50,45.908455
-1.3234,50,46.133515
-1.303346,50,46.358149
-0.726281,50,46.583898
-0.808708,50,46.808835
-0.707742,50,47.032897
-0.632796,50,47.258071
-1.424314,50,47.48807
-0.734395,50,47.71369
-0.806907,50,47.938904
-0.6305,50,48.166653
-0.428034,50,48.393253
-1.09496,50,48.620613
-1.83872,50,48.856068
-0.623669,50,49.082562
-1.178332,50,49.311696
-0.828552,50,49.540521
-1.463967,50,49.768197
-0.955675,50,49.998047
-1.088975,50,50.225143
-1.666463,50,50.453986
-1.101793,50,50.681073
-0.995403,50,50.912368
-0.784526,50,51.14082
-0.890011,50,51.374772
-0.653301,50,51.604305
-1.090253,50,51.832126
-0.917638,50,52.063315
-0.807139,50,52.291574
-0.708412,50,52.520525
-0.906339,50,52.746271
-0.986159,50,52.975504
-0.91858,50,53.204903
-1.009562,50,53.42769
-0.811189,50,53.65761
-0.622875,50,53.884418
-0.655657,50,54.110149
-0.694241,50,54.338093
-0.703611,50,54.57038
-1.699075,50,54.807487
-1.112196,50,55.04358
-0.990027,50,55.275714
-1.287643,50,55.500666
-0.907985,50,55.733332
-1.50403,50,55.96461
-0.968455,50,56.190311
-1.030335,50,56.414737
-0.647812,50,56.640398
-1.443584,50,56.87455
-0.963581,50,57.104342
-1.011841,50,57.332602
-1.184268,50,57.558334
-1.358088,50,57.790789
-1.866172,50,58.02308
-0.977968,50,58.249536
-0.710693,50,58.482546
-0.809185,50,58.709296
-0.782225,50,58.938073
-0.949066,50,59.167062
-1.20975,50,59.394184
-0.808467,50,59.620195
-0.973957,50,59.86005
-1.061745,50,60.08882
-1.223141,50,60.318296
-0.937492,50,60.547506
-0.880469,50,60.775974
-0.86051,50,61.005434
-1.247187,50,61.239198
-1.149528,50,61.468079
-0.94478,50,61.696602
-1.370596,50,61.928237
-0.9863,50,62.157832
-0.707688,50,62.387945
-1.238062,50,62.618544
-1.189707,50,62.849028
-1.644616,50,63.08217
-0.917786,50,63.309403
-1.241329,50,63.538373
-1.14178,50,63.763909
-1.03028,50,63.991105
-1.045855,50,64.216246
-0.971989,50,64.440672
-1.115881,50,64.672925
-1.098623,50,64.899915
-1.024256,50,65.12369
-0.944982,50,65.34973
-0.686434,50,65.575463
-0.884337,50,65.800492
-0.733085,50,66.027708
-1.070115,50,66.254898
-1.667697,50,66.489476
-0.776501,50,66.713898
-0.953253,50,66.94162
-0.817109,50,67.16793
-0.967691,50,67.392696
-1.213113,50,67.625267
-1.025079,50,67.851932
-1.107618,50,68.079397
-1.121669,50,68.306742
-0.777676,50,68.534895
-1.276851,50,68.768079
-0.731355,50,68.999047
-0.791381,50,69.227917
-1.115633,50,69.456452
-1.167166,50,69.686718
-0.913542,50,69.915372
-0.754444,50,70.144697
-0.829762,50,70.376036
-0.609814,50,70.610097
-0.861373,50,70.837237
-0.626046,50,71.067873
-1.003331,50,71.298167
-0.88148,50,71.530897
-0.972765,50,71.759604
-0.650719,50,71.989145
-0.905279,50,72.219621
-1.158771,50,72.448545
-1.691072,50,72.683285
-1.033864,50,72.91374
-0.923088,50,73.143881
-1.044627,50,73.371825
-1.727848,50,73.605348
-0.752097,50,73.83777
-0.865196,50,74.06442
-0.8907,50,74.291002
-1.690978,50,74.525285
-1.282558,50,74.758165
-0.902098,50,74.984046
-1.661599,50,75.208583
-1.263272,50,75.434605
-0.664603,50,75.661659
-1.001232,50,75.888277
-0.885912,50,76.11701
-1.169153,50,76.342814
-0.778579,50,76.571438
-1.331143,50,76.803576
-0.681605,50,77.031565
-0.680224,50,77.257649
-0.80976,50,77.482396
-1.39631,50,77.713301
-1.575374,50,77.946511
-0.925077,50,78.17283
-0.900202,50,78.402894
-0.630249,50,78.636969
-0.902103,50,78.866648
-0.757791,50,79.098974
-0.874261,50,79.327939
-0.920145,50,79.562747
-0.73787,50,79.790429
-0.625442,50,80.017393
-0.607663,50,80.246602
-0.698034,50,80.473511
-1.999497,50,80.710114
-1.146155,50,80.937968
-1.040919,50,81.167837
-0.793064,50,81.397778
-0.743895,50,81.627827
-0.963673,50,81.857049
-0.812316,50,82.08587
-0.883377,50,82.315988
-0.974244,50,82.558713
-1.030141,50,82.789441
-0.975944,50,83.017466
-1.050401,50,83.245278
-1.236805,50,83.465572
-1.157548,50,83.685514
-1.818848,50,83.921694
-1.24589,50,84.15451
-1.299945,50,84.387339
-0.840563,50,84.613271
-0.552469,50,84.839329
-0.899755,50,85.067662
-0.884349,50,85.296791
-1.080769,50,85.525301
-0.891221,50,85.750518
-1.102905,50,85.979472
-0.954392,50,86.218434
-1.02078,50,86.447849
-1.389299,50,86.676254
-1.076205,50,86.903793
-1.096656,50,87.132002
-0.756352,50,87.357645
-0.678041,50,87.583945
-0.884464,50,87.815441
-1.242947,50,88.052649
-1.024342,50,88.281922
-0.805001,50,88.512747
-1.016647,50,88.739979
-1.169001,50,88.971528
-1.35715,50,89.207554
-0.75838,50,89.43878
-0.666133,50,89.670575
-1.04543,50,89.902782
-1.151157,50,90.132935
-0.867434,50,90.362779
-0.850908,50,90.595
-0.947023,50,90.823689
-1.082839,50,91.051163
-0.880807,50,91.278734
-0.690032,50,91.507345
-1.041758,50,91.736667
-1.013754,50,91.964729
-0.754636,50,92.193993
-1.011847,50,92.421497
-1.440065,50,92.651766
-0.884746,50,92.878497
-0.817653,50,93.106017
-0.909312,50,93.333352
-0.938967,50,93.558088
-1.354601,50,93.785444
-1.107783,50,94.012174
-0.856647,50,94.241219
-1.004279,50,94.467856
-0.841961,50,94.694738
-1.413838,50,94.927066
-1.290465,50,95.374113
-0.83136,50,95.600622
-0.871597,50,95.826451
-1.02633,50,96.054047
-1.559052,50,96.289758
-0.691785,50,96.521114
-0.564352,50,96.753549
-0.84796,50,96.979431
-0.629298,50,97.197733
-0.913927,50,97.414303
-1.142002,50,97.640029
-1.286417,50,97.866122
-0.916854,50,98.092587
-1.740458,50,98.316449
-0.954257,50,98.542641
-0.753916,50,98.768264
-0.924879,50,99.001503
-1.038691,50,99.237883
-0.584075,50,99.469188
-0.835939,50,99.699658
-0.896383,50,99.931074
-0.814682,50,100.159915
-0.830571,50,100.387358
-1.683866,50,100.624049
-0.61866,50,100.851555
-0.644353,50,101.080289
-0.973488,50,101.314759
-1.089254,50,101.546339
-0.574812,50,101.780127
-1.527797,50,102.017473
-0.733333,50,102.246025
-1.312241,50,102.47352
-1.260465,50,102.709619
-0.749294,50,102.937626
-1.084425,50,103.166105
-0.900422,50,103.399566
-0.655712,50,103.621065
-0.783314,50,103.838325
-0.558848,50,104.058175
-0.829987,50,104.284119
-0.651985,50,104.506769
-0.718457,50,104.735699
-0.502535,50,104.953579
-1.002058,50,105.178677
-0.702892,50,105.406956
-0.812457,50,105.638984
-0.734253,50,105.86569
-0.541453,50,106.096312
-0.491488,50,106.324007
-0.660251,50,106.550302
-0.476881,50,106.777372
-0.9293,50,107.001841
-0.817968,50,107.228744
-0.833579,50,107.453833
-1.183922,50,107.689096
-0.780979,50,107.913716
-0.722714,50,108.144844
-0.92513,50,108.379437
-1.391744,50,108.613832
-0.695664,50,108.844915
-0.862287,50,109.074266
-1.116206,50,109.30161
-1.23945,50,109.527881
-1.304715,50,109.758028
-1.073068,50,109.987952
-0.961675,50,110.218017
-1.081375,50,110.455313
-0.768606,50,110.682359
-1.180247,50,110.910718
-0.827183,50,111.145935
-0.726347,50,111.373819
-0.520295,50,111.601491
-0.805961,50,111.828118
-0.833584,50,112.055679
-0.654502,50,112.284445
-0.940415,50,112.51171
-1.088667,50,112.740707
-0.961628,50,112.970974
-1.002958,50,113.19999
-0.736301,50,113.431572
-0.889781,50,113.661596
-1.026403,50,113.889479
-1.318986,50,114.117839
-1.026976,50,114.350692
-0.906549,50,114.580177
-0.840684,50,114.81093
-0.666111,50,115.040486
-0.805384,50,115.272099
-0.927538,50,115.501295
-1.028872,50,115.73699
-1.195825,50,115.979016
-0.950028,50,116.216084
-0.409926,50,116.442794
-0.493001,50,116.671622
-1.078314,50,116.898191
-1.094021,50,117.129747
-0.903553,50,117.356988
-1.581602,50,117.58433
-0.557793,50,117.811369
-0.616381,50,118.034883
-1.061674,50,118.262195
-0.893536,50,118.487327
-0.949847,50,118.713263
-0.955138,50,118.939315
-0.817066,50,119.166832
-0.732804,50,119.393662
-0.624939,50,119.619662
-1.04029,50,119.850733
-1.540102,50,120.083062
-0.835664,50,120.30962
-0.668344,50,120.53578
-0.861704,50,120.762749
-0.873403,50,120.994927
-0.542314,50,121.221586
-0.858875,50,121.447133
-0.600976,50,121.673153
-0.795018,50,121.900272
-0.732706,50,122.128474
-0.553222,50,122.353747
-0.824999,50,122.58733
-1.011965,50,122.821115
-1.322891,50,123.056304
-0.876093,50,123.289448
-1.119821,50,123.518874
-0.82718,50,123.755189
-0.778261,50,123.988627
-0.805708,50,124.220331
-1.532535,50,124.464472
