#{"t_start": 1769336709.5117242, "env_id": "FetchReachDense-v4"}
r,l,t
-8.01099,50,1.983962
-13.564336,50,2.153071
-4.883722,50,2.318106
-14.151727,50,2.49787
-13.708845,50,2.692618
-10.631089,50,2.872635
-6.772971,50,3.061151
-11.522284,50,3.171308
-12.187148,50,3.277525
-13.470265,50,3.385184
-6.78603,50,3.49712
-11.25061,50,3.600231
-9.23872,50,3.710518
-12.343985,50,3.81693
-14.777682,50,3.926202
-9.03433,50,4.044553
-6.882893,50,4.156424
-10.992754,50,4.264447
-6.665183,50,4.374635
-9.737457,50,4.477316
-12.417987,50,4.580867
-12.772767,50,4.69382
-6.895906,50,4.809414
-8.210356,50,4.913936
-5.074884,50,5.029994
-14.413981,50,5.136413
-10.894542,50,5.246255
-8.169878,50,5.356318
-9.862289,50,5.458763
-13.233304,50,5.560669
-9.533831,50,5.670363
-8.787854,50,5.774713
-11.885472,50,5.882702
-7.139397,50,5.983574
-15.962128,50,6.106778
-4.560607,50,6.218294
-13.731743,50,6.324958
-13.470798,50,6.428506
-9.840128,50,6.533303
-6.087658,50,6.646305
-12.667471,50,6.753623
-9.834984,50,6.861524
-15.200591,50,6.968686
-9.373142,50,7.08797
-11.054287,50,7.201271
-10.686643,50,7.316364
-6.875455,50,7.42468
-12.731522,50,7.531689
-6.212396,50,7.644547
-9.193303,50,7.75746
-7.309239,50,7.865474
-8.839652,50,7.969742
-12.342361,50,8.073495
-10.791118,50,8.196337
-9.245857,50,8.307094
-10.689015,50,8.41138
-8.682164,50,8.518244
-4.442476,50,8.628597
-13.179241,50,8.741458
-8.727605,50,8.848042
-6.206796,50,8.951027
-13.275591,50,9.058349
-15.395259,50,9.184823
-11.182309,50,9.291073
-11.711662,50,9.402185
-4.1074,50,9.505436
-13.029225,50,9.612649
-4.848956,50,9.723937
-8.76792,50,9.834863
-12.242864,50,9.93926
-10.855295,50,10.049723
-10.099763,50,10.160834
-9.174583,50,10.286869
-13.226,50,10.394555
-5.750327,50,10.504045
-6.995194,50,10.609297
-10.14074,50,10.720353
-7.026468,50,10.83239
-10.535561,50,10.936003
-11.217481,50,11.038951
-14.325824,50,11.145168
-11.79239,50,11.270191
-10.823719,50,11.376025
-7.581613,50,11.478914
-9.123246,50,11.589559
-9.641469,50,11.693387
-5.49478,50,11.801558
-12.840998,50,11.908289
-11.64606,50,12.013778
-12.531922,50,12.119267
-4.167986,50,12.231634
-15.440638,50,12.351758
-12.483211,50,12.459694
-7.953136,50,12.564098
-13.810233,50,12.683162
-10.780601,50,12.789043
-10.887987,50,12.903557
-16.037138,50,13.013595
-13.815283,50,13.179049
-12.332469,50,13.353744
-4.772703,50,14.861356
-10.327729,50,15.772084
-8.686129,50,16.559687
-7.112161,50,17.225603
-7.425594,50,17.900717
-10.925217,50,18.578311
-12.152018,50,19.246485
-12.250938,50,19.952442
-6.675972,50,20.654504
-14.289818,50,21.350592
-9.455743,50,22.04626
-16.173559,50,22.738017
-9.094737,50,23.402194
-6.624977,50,24.077766
-7.794171,50,24.753001
-6.255825,50,25.443017
-12.659701,50,26.13205
-6.370066,50,27.029376
-13.500305,50,27.934188
-13.414509,50,28.843904
-16.065975,50,29.626343
-7.518266,50,30.312137
-10.159727,50,30.982801
-10.683321,50,31.663536
-10.958805,50,32.334954
-11.100972,50,33.008812
-8.805116,50,33.686993
-5.671693,50,34.365855
-13.421081,50,35.034052
-7.546236,50,35.715888
-10.680852,50,36.389478
-7.392772,50,37.045811
-6.673006,50,37.734909
-13.134556,50,38.410209
-15.147775,50,39.070508
-8.150291,50,39.966263
-11.865798,50,40.882282
-16.441284,50,41.791148
-15.838649,50,42.643083
-9.778065,50,43.30898
-9.575385,50,43.99048
-12.761357,50,44.658695
-11.868144,50,45.315376
-17.619592,50,45.993422
-9.44891,50,46.67208
-10.87893,50,47.33375
-15.019082,50,48.011395
-14.151202,50,48.6821
-7.97807,50,49.387305
-6.579455,50,50.082653
-17.658528,50,50.746725
-9.112894,50,51.44038
-14.140798,50,52.150837
-14.071239,50,53.050994
-13.604941,50,53.944499
-8.938856,50,54.835461
-10.95839,50,55.675338
-10.689508,50,56.358602
-8.095441,50,57.01737
-10.239665,50,57.689035
-10.728332,50,58.358927
-10.006889,50,59.025651
-16.55313,50,59.704968
-6.536983,50,60.375366
-10.497872,50,61.035891
-5.238687,50,61.72545
-9.535743,50,62.394926
-11.403644,50,63.059888
-11.888165,50,63.741307
-7.528208,50,64.41494
-8.035729,50,65.078816
-9.829097,50,65.935849
-5.695384,50,66.851823
-12.172749,50,67.733121
-8.202902,50,68.621977
-11.990933,50,69.286952
-12.042411,50,69.97561
-9.019677,50,70.648607
-13.107589,50,71.304665
-13.029294,50,71.976565
-11.517435,50,72.646117
-6.476036,50,73.315718
-2.851399,50,73.991958
-15.575062,50,74.661428
-14.30085,50,75.350392
-8.260216,50,76.026995
-5.293381,50,76.704162
-15.519159,50,77.386539
-10.743857,50,78.055809
-5.23516,50,78.865779
-12.311254,50,79.756969
-7.630444,50,80.658837
-7.635044,50,81.611303
-7.565962,50,82.289752
-6.259918,50,82.962837
-10.413204,50,83.653317
-12.41782,50,84.337996
-7.646472,50,84.997596
-9.435282,50,85.683864
-9.314027,50,86.360763
-11.290518,50,87.027509
-7.153874,50,87.709764
-6.854692,50,88.384591
-13.707222,50,89.046853
-11.046328,50,89.729444
-6.811111,50,90.412201
-13.153033,50,91.081815
-6.842693,50,91.883519
-9.731955,50,92.788334
-10.77374,50,93.664818
-5.744245,50,94.601421
-7.102645,50,95.268699
-6.895219,50,95.960249
